"","comid","urbn","frst","wtnd","agrc","shrb","urbn_t","frst_t","wtnd_t","agrc_t","shrb_t"
"42",23751832,3.96,14.31,0,69.3,0.38,0.84,80.72,0.15,0.33,12.66
"43",23751834,3.84,46.16,0,19.23,0,0.84,80.74,0.15,0.31,12.66
"44",23751836,18.66,16.33,2.94,55.08,0.81,0.84,80.77,0.14,0.3,12.67
"45",23751838,0,36.27,21.57,31.37,0,0.83,80.81,0.14,0.25,12.67
"46",23751840,12.94,27.45,0,16.96,4.91,0.83,80.81,0.14,0.25,12.67
"47",23751842,66.66,0,0,0,0,0.83,80.82,0.14,0.25,12.67
"48",23751844,12,21.94,0,8.47,8.25,0.83,80.82,0.14,0.25,12.67
"49",23751846,4.45,43.66,0.14,6.23,15.51,0.78,81.08,0.14,0.22,12.68
"50",23751848,0,10.78,0,0,32.78,0.78,81.16,0.14,0.21,12.68
"51",23751850,0,10.78,0,0,32.78,0.78,81.16,0.14,0.21,12.68
"52",23751852,2.13,38.16,1.42,0.4,24.87,0.78,81.16,0.14,0.21,12.68
"53",23751854,2,49.46,2.1,0.01,9.93,0.77,81.37,0.13,0.21,12.58
"54",23751856,1.08,42.03,1.02,5.83,15.57,0.76,81.51,0.12,0.21,12.55
"55",23751858,4.95,38.86,0,0,0.22,0.76,81.67,0.12,0.19,12.53
"56",23751860,1.57,53.25,2.53,0,11.75,0.76,81.6,0.12,0.19,12.61
"57",23751862,3.51,59.68,0.81,0,8.61,0.76,81.61,0.11,0.19,12.62
"58",23751864,3.93,54.06,9.76,0,6.21,0.76,81.66,0.11,0.19,12.62
"59",23751866,5,33.68,5.79,10.79,2.11,0.76,81.67,0.1,0.19,12.64
"60",23751868,7.72,19.3,23.86,23.51,4.04,0.76,81.62,0.09,0.19,12.68
"61",23751870,2.88,59.25,23.3,0,7.62,0.76,81.59,0.09,0.18,12.72
"62",23751872,4.48,69.45,10.43,0,10.9,0.76,81.56,0.07,0.18,12.74
"63",23751874,7.85,76.66,0.8,0,3.42,0.76,81.56,0.07,0.18,12.74
"64",23751876,17.98,61.05,5.99,0,2.62,0.76,81.55,0.07,0.18,12.75
"65",23751878,6.34,84.55,1.54,0,5.85,0.75,81.55,0.07,0.18,12.75
"66",23751880,4.37,83.59,0.11,0,8,0.75,81.53,0.06,0.19,12.76
"67",23751882,24.14,67.24,0,0,0,0.74,81.51,0.06,0.19,12.78
"68",23751884,44.44,48.15,0,0,0,0.74,81.49,0.06,0.19,12.78
"69",23751886,16.69,72.23,0,0,4.27,0.75,81.48,0.07,0.19,12.75
"70",23751888,6.67,6.67,0,0,0,0.74,81.46,0.07,0.19,12.77
"71",23751890,0,0,0,0,0,0.74,81.47,0.07,0.19,12.77
"72",23751892,0,86.31,0,0,9.91,0.74,81.47,0.07,0.19,12.77
"73",23751894,13.54,60.69,0,0,4.37,0.75,81.41,0.07,0.18,12.8
"74",23751896,15.61,71.26,0,0,3.06,0.74,81.3,0.07,0.19,12.87
"75",23751898,18.93,63.73,0,0,1.87,0.73,81.31,0.07,0.19,12.88
"76",23751900,6.06,47.47,1.01,0,8.08,0.73,81.31,0.07,0.19,12.88
"77",23751902,9.48,77.65,0.5,0,6.81,0.74,81.04,0.09,0.08,14.57
"78",23751904,14.29,64.29,0,0,21.43,0.7,81.06,0.09,0.08,14.6
"79",23751906,17.1,65.01,0,0,9.77,0.7,81.06,0.09,0.08,14.6
"80",23751908,10.17,56.78,0,0,22.88,0.69,81.07,0.09,0.08,14.6
"81",23751910,3.37,62.92,0,0,24.72,0.69,81.07,0.09,0.08,14.6
"82",23751912,3.37,62.92,0,0,24.72,0.09,91.58,0,0,8.15
"83",23751914,0.27,91.96,0,0,7.22,0.09,91.58,0,0,8.15
"84",23751916,0,89.95,0,0,10.05,0,89.95,0,0,10.05
"85",23751918,3.86,78.34,0,0,2.37,0.7,80.98,0.09,0.08,14.66
"86",23751920,23.08,58.97,0,0,3.85,0.7,80.98,0.09,0.08,14.66
"87",23751922,46.34,23.58,0,2.44,19.88,0.7,80.98,0.09,0.08,14.66
"88",23751924,59.84,9.47,1.52,1.14,3.79,0.64,81.04,0.09,0.07,14.66
"89",23751926,43.46,34.59,0.22,0,12.79,0.64,80.99,0.09,0.07,14.7
"90",23751928,55.19,10.1,0.56,11.49,16.13,0.61,81.01,0.09,0.07,14.73
"91",23751930,9.06,84.19,0.42,0.63,1.8,0.57,79.35,0.1,0,15.74
"92",23751932,4.24,88.98,0,0,1.69,0.55,79.4,0.1,0,15.73
"93",23751934,9.57,90.43,0,0,0,0.55,79.4,0.1,0,15.73
"94",23751936,28.02,62.42,0,0.13,3.32,0.55,79.4,0.1,0,15.73
"95",23751938,10.96,67.12,0,0,6.85,0.06,76.66,0.12,0,17.94
"96",23751940,7.4,77.35,0.15,0,5.7,0.06,76.66,0.12,0,17.94
"97",23751942,2.17,85.88,0.23,0,6.24,0.03,76.59,0.12,0,18.01
"98",23751944,2.58,68.82,0,0,15.67,0.03,76.56,0.11,0,18.06
"99",23751946,0,27.68,0,0,11.3,0.03,76.56,0.11,0,18.06
"100",23751948,0,2.54,0,0,0.36,0.03,76.32,0.13,0,17.57
"101",23751950,0,53.31,0,0,9.25,0.03,76.34,0.13,0,17.58
"102",23751952,0,24.71,0,0,1.47,0,84.43,0.25,0,13.4
"103",23751954,0,72.07,1.11,0,20.51,0,84.88,0.25,0,13.49
"104",23751956,0,96.33,0.34,0,3.2,0,87.46,0.02,0,12.52
"105",23751958,0,96.45,0,0,3.55,0,90.05,0,0,9.95
"106",23751960,0,94.24,0,0,5.76,0,88.21,0,0,11.79
"107",23751962,0,82.62,0,0,17.38,0,84.52,0,0,15.48
"108",23751964,0,83.23,0,0,16.77,0,83.23,0,0,16.77
"109",23751966,0,41.13,0.91,0,4.01,0.04,76.07,0.13,0,17.84
"110",23751968,0,53.19,2.54,0,17.3,0.04,76.25,0.12,0,17.82
"111",23751970,0,59.38,11.14,0,1.13,0,67.24,0.53,0,31
"112",23751972,0,74.66,4.04,0,13.12,0,67.34,0.38,0,31.43
"113",23751974,0.04,62.27,0,0,37.69,0,66.6,0,0,33.3
"114",23751976,0,56.48,0,0,43.41,0,67.32,0,0,32.57
"115",23751978,0,56.6,0,0,43.24,0,77.75,0,0,22.17
"116",23751980,0,86.93,0,0,13.07,0,85.45,0,0,14.49
"117",23751982,0,99.19,0,0,0.81,0,87.05,0,0,12.95
"118",23751984,0,86.82,0,0,13.18,0,86.82,0,0,13.18
"119",23751986,0,1.29,0,0,0,0.05,76.88,0.09,0,17.04
"120",23751988,0,63.85,0,0,4.99,0.05,76.92,0.09,0,16.98
"121",23751990,0,61.8,0.77,0,11.05,0.04,77.06,0.09,0,16.95
"122",23751992,0,53.61,8.55,0,0.96,0.05,76.98,0.09,0,17.04
"123",23751994,0.15,61.5,9.29,0,3.83,0.05,76.87,0.08,0,16.99
"124",23751996,0.24,54.67,5.79,0,32.3,0.04,77.01,0.07,0,16.86
"125",23751998,0,61.67,21.67,0,0,0.04,77.12,0.03,0,16.8
"126",23752000,15,30,0,0,0,0.04,77.12,0.02,0,16.8
"127",23752002,0.47,89.25,0,0,6.07,0.04,77.1,0.02,0,16.79
"128",23752004,0,100,0,0,0,0.04,77.1,0.02,0,16.79
"129",23752006,0,98.93,0,0,1.07,0.04,77.09,0.02,0,16.7
"130",23752008,0,90.72,6.18,0,2.06,0.04,76.79,0.02,0,16.7
"131",23752010,0,80.22,0,0,19.79,0,80.22,0,0,19.79
"132",23752012,0,69.23,1.97,0,21.7,0.04,76.71,0.02,0,16.63
"133",23752014,0,82.78,0.63,0,13.9,0.04,76.67,0.02,0,16.64
"134",23752016,0,72.37,0,0,25.64,0.04,76.64,0.02,0,16.65
"135",23752018,0,93.8,0,0,5.63,0.04,76.55,0.02,0,16.57
"136",23752020,0,94.81,0,0,5.19,0.04,76.41,0.02,0,16.56
"137",23752022,0,70,0,0,17.5,0.04,76.43,0.02,0,16.53
"138",23752024,0,86.48,0.34,0,9.34,0.04,76.43,0.02,0,16.53
"139",23752026,0,94.63,0,0,5.37,0.04,76.4,0.01,0,16.55
"140",23752028,0,86.62,0,0,13.38,0.05,76.35,0.02,0,16.47
"141",23752030,0,88.88,0,0,11.12,0.05,76.35,0.02,0,16.47
"142",23752032,0,85.76,0,0,12.15,0.05,76.28,0.02,0,16.49
"143",23752034,0,90.21,0.14,0,9.45,0.05,76.3,0.02,0,16.47
"144",23752036,0,100,0,0,0,0.05,76.19,0.02,0,16.51
"145",23752038,0,86.21,0,0,13.75,0,85.19,0,0,14.76
"146",23752040,0,31.25,0,0,68.75,0,84.06,0,0,15.91
"147",23752042,0,87.19,0,0,12.75,0,87.19,0,0,12.75
"148",23752044,0,94.76,0,0,5.24,0.05,75.86,0.02,0,16.58
"149",23752046,0,100,0,0,0,0.05,75.86,0.02,0,16.58
"150",23752048,0,87.95,0,0,12.05,0.05,75.75,0.02,0,16.57
"151",23752050,0,73.14,0,0,26.65,0.01,81.5,0,0,18.22
"152",23752052,0,90.55,0,0,9.3,0.01,81.56,0,0,18.13
"153",23752054,0,97.06,0,0,2.94,0.01,81.87,0,0,17.81
"154",23752056,0,89.78,0,0,8.93,0.02,82.86,0,0,16.79
"155",23752058,0,92.75,0,0,5.14,0.02,83.08,0,0,16.59
"156",23752060,0,96.33,0,0,3.31,0.02,82.41,0,0,17.37
"157",23752062,0,94.86,0,0,5.14,0,82.5,0,0,17.18
"158",23752064,0,77.8,0,0,21.77,0,77.8,0,0,21.77
"159",23752066,0,68.5,0.39,0,29.88,0.06,74.94,0.03,0,16.39
"160",23752068,0.07,83.48,0,0,16.45,0.06,74.91,0.03,0,16.32
"161",23752070,0,54.32,0,0,45.68,0.05,75.79,0.03,0,15.02
"162",23752072,0,97.13,0,0,2.87,0.05,75.87,0.03,0,14.85
"163",23752074,0,96.35,0,0,3.66,0.05,75.83,0.03,0,14.87
"164",23752076,0,100,0,0,0,0.05,75.82,0.03,0,14.88
"165",23752078,0,79.75,0,0,18.43,0.09,81.09,0,0,17.84
"166",23752080,0.26,73.82,0,0,14.1,0.1,81.06,0,0,17.94
"167",23752082,0.25,83.67,0,0,14.05,0.09,81.01,0,0,18.43
"168",23752084,0,91,0,0,9,0.1,80.48,0,0,19.19
"169",23752086,0,90.81,0,0,9.19,0.1,79.94,0,0,19.71
"170",23752088,0,89.37,0,0,10.63,0.11,79.8,0,0,19.83
"171",23752090,0,100,0,0,0,0.08,79.43,0,0,20.24
"172",23752092,0,88.32,0,0,11.68,0.08,80.01,0,0,19.64
"173",23752094,0,93.96,0,0,6.04,0.11,80.49,0,0,19.04
"174",23752096,0,85.21,0,0,14.79,0.12,78.3,0,0,21.13
"175",23752098,0,85.99,0,0,14.01,0.15,77.28,0,0,22.1
"176",23752100,0,76.06,0,0,23.94,0,71.98,0,0,27.75
"177",23752102,0,70.24,0,0,29.35,0,70.24,0,0,29.35
"178",23752104,0,99.52,0,0,0.48,0.3,81.25,0,0,17.74
"179",23752106,0.05,77.86,0,0,21.36,0.05,77.86,0,0,21.36
"180",23752108,0,87.46,0,0,12.54,0.03,74.07,0.03,0,13.9
"181",23752110,0,93.46,0,0,6.54,0.03,74.04,0.03,0,13.79
"182",23752112,0,68.47,0,0,8.35,0,44.83,0,0,13.64
"183",23752114,0,44.75,0,0,15.49,0,44.75,0,0,15.49
"184",23752116,0,66.68,0,0,9.47,0.04,76.45,0.03,0,13.88
"185",23752118,0,87.97,0,0,7.17,0.04,77.27,0.04,0,14.12
"186",23752120,0,76.16,0,0,3.84,0.04,77.75,0.04,0,13.22
"187",23752122,0,75.53,0,0,4.03,0.04,77.4,0.04,0,12.08
"188",23752124,0,48.18,0,0,4.71,0.04,77.34,0.04,0,12.14
"189",23752126,0,76.12,0,0,3.72,0.04,77.3,0.04,0,12.17
"190",23752128,0,57.25,0,0,5.27,0.05,77.18,0.04,0,12.24
"191",23752130,0,72.14,0,0,0.71,0.05,77.2,0.04,0,12.29
"192",23752132,0,79.17,0,0,0,0.05,77.01,0.04,0,12.38
"193",23752134,0,100,0,0,0,0.05,77.64,0.04,0,12.32
"194",23752136,0,61.81,0,0,14.43,0.05,76.35,0.05,0,12.66
"195",23752138,0,13.33,0,0,4.4,0.01,50.42,0.02,0,20.25
"196",23752140,0.09,19.42,0,0,9.69,0,51.66,0.02,0,20.95
"197",23752142,0,14.05,0,0,27.59,0,59.11,0.03,0,21.39
"198",23752144,0,65.49,0,0,18.69,0,74.9,0.05,0,20.38
"199",23752146,0,79.22,0.08,0,19.4,0,79.22,0.08,0,19.4
"200",23752148,0,44.13,0,0,2.56,0.07,87.52,0.07,0,9.49
"201",23752150,0,83.38,0,0,13.94,0.08,86.89,0.07,0,11.11
"202",23752152,0,63.27,0,0,28.09,0.08,87.09,0.07,0,10.95
"203",23752154,0,85.19,0,0,12.88,0.08,87.19,0.07,0,10.88
"204",23752156,0,82.83,0,0,17.17,0.09,87.22,0.07,0,10.83
"205",23752158,0.06,76.74,0,0,22.48,0.09,87.39,0.07,0,10.59
"206",23752160,0,87.72,0,0,10.99,0.1,93.71,0.05,0,3.74
"207",23752162,0,98.42,0,0,1.58,0.1,94.01,0.04,0,3.21
"208",23752164,0.3,92.52,0,0,5.99,0.13,93.34,0.06,0,2.9
"209",23752166,0,89.4,0,0,0,0,94.03,0.11,0,0.34
"210",23752168,0,95.45,0,0,0,0,94.14,0.11,0,0.35
"211",23752170,0,94.14,0.11,0,0.35,0,94.14,0.11,0,0.35
"212",23752172,0,86.45,0,0,11.51,0.04,84.54,0,0,10.52
"213",23752174,0.08,81.85,0,0,10.8,0.05,85.35,0,0,9.34
"214",23752176,0,96.52,0,0,2.99,0,96.52,0,0,2.99
"215",23752178,0,76.63,0,0,23.37,0.04,78.75,0.01,0,16.5
"216",23752180,0,94.77,0,0,5.23,0.04,79.03,0.01,0,15.94
"217",23752182,0,92.5,0,0,7.5,0.04,79.27,0.01,0,15.58
"218",23752184,0,84.77,0,0,15.22,0.05,79.51,0.02,0,15.09
"219",23752186,0,83.08,0,0,16.92,0.04,79.89,0.02,0,14.24
"220",23752188,2.07,62.07,0,0,35.86,0.02,80,0.02,0,13.11
"221",23752190,0,68.18,0,0,31.82,0,81.45,0.02,0,10.88
"222",23752192,0,74.32,0,0,25.68,0,81.98,0.02,0,10.04
"223",23752194,0,74.12,0,0,25.88,0,79.42,0.05,0,17.98
"224",23752196,0,81,0.06,0,16.07,0,81,0.06,0,16.07
"225",23752198,0.2,66.97,0,0,32.83,0.17,61.76,0,0,35.37
"226",23752200,0,61.67,0,0,38.33,0.19,60.49,0,0,36.15
"227",23752202,0,69.82,0,0,30.18,0.24,60.21,0,0,35.71
"228",23752204,0.52,61.26,0,0,33.17,0.33,60.35,0,0,34.63
"229",23752206,0.27,41.04,0,0,45.51,0.27,41.04,0,0,45.51
"230",23752208,0,91.57,0.07,0,8.1,0.03,83,0.01,0,16.86
"231",23752210,0,89.11,0,0,10.89,0.03,82.55,0,0,17.32
"232",23752212,0.14,89.34,0,0,10.48,0.05,82.16,0,0,17.68
"233",23752214,0,46.75,0.65,0,0,0.02,80.5,0,0,18.96
"234",23752216,0,80.97,0,0,18.9,0.02,80.67,0,0,19.06
"235",23752218,0.08,79.49,0,0,20.32,0.08,79.49,0,0,20.32
"236",23752220,0,66.3,0.62,0,15.9,0.02,77.93,0.05,0,20.73
"237",23752222,0,100,0,0,0,0.02,78.77,0.01,0,21.08
"238",23752224,0,97.96,0,0,2.04,0.02,78.77,0.01,0,21.08
"239",23752226,0,94.7,0,0,5.3,0.02,79,0.01,0,20.85
"240",23752228,0,66.03,0,0,33.97,0.02,78.5,0.01,0,21.34
"241",23752230,0,61.51,0,0,38.32,0.02,79.79,0.01,0,20.05
"242",23752232,0,58.82,0,0,41.18,0.03,81.35,0.01,0,18.49
"243",23752234,0,67.53,0,0,32.47,0.03,82.12,0.01,0,17.7
"244",23752236,0,60.22,0,0,39.77,0.03,82.92,0.01,0,16.91
"245",23752238,0,80.78,0,0,19.22,0.03,83.24,0.01,0,16.59
"246",23752240,0,86.39,0,0,13.61,0.03,83.51,0.01,0,16.31
"247",23752242,0,86.71,0,0,13.29,0.03,82.82,0.01,0,16.97
"248",23752244,0,95.35,0,0,4.65,0.03,82.83,0,0,16.95
"249",23752246,0,89.78,0,0,10.22,0.02,82.53,0,0,17.45
"250",23752248,0.06,72.37,0,0,27.56,0.06,72.37,0,0,27.56
"251",23752250,0,100,0,0,0,0.03,83.64,0,0,16.06
"252",23752252,0,96.85,0,0,3.15,0.03,82.76,0,0,16.92
"253",23752254,0,96.27,0,0,3.73,0.04,82.09,0,0,17.56
"254",23752256,0,95.29,0,0,4.71,0.04,81.93,0,0,17.69
"255",23752258,0,93.3,0,0,6.7,0.04,81.45,0,0,18.14
"256",23752260,0,94.74,0,0,5.26,0,83.41,0,0,16.34
"257",23752262,0,92.98,0,0,7.02,0,89.23,0,0,10.65
"258",23752264,0,87.54,0,0,12.36,0,87.54,0,0,12.36
"259",23752266,0,100,0,0,0,2.18,88.93,0.05,0,8.11
"260",23752268,9.41,79.78,0,0,9.06,2.18,88.93,0.05,0,8.11
"261",23752270,6.61,85.77,0,0,7.62,1.74,89.46,0.05,0,8.07
"262",23752272,9.58,88.32,0,0,2.1,1.74,89.43,0.05,0,8.09
"263",23752274,20.37,71.69,0,0,7.94,1.71,89.49,0.05,0,8.04
"264",23752276,4.9,93.99,0,0,1.11,1.69,89.44,0.06,0,8.1
"265",23752278,5.23,94.19,0,0,0.58,1.69,89.28,0.06,0,8.24
"266",23752280,7.52,88.13,0,0,4.36,1.67,89.22,0.06,0,8.31
"267",23752282,2.32,96.9,0,0,0.77,1.62,89.23,0.06,0,8.33
"268",23752284,0,100,0,0,0,1.64,89.06,0.06,0,8.47
"269",23752286,18.35,77.44,0,0,4.22,1.66,89.01,0.06,0,8.51
"270",23752288,13.94,84.35,0,0,1.71,1.61,89.04,0.06,0,8.52
"271",23752290,9.03,87.18,0,0,3.15,1.56,88.9,0.07,0,8.7
"272",23752292,16.58,64.47,0,0,18.68,1.52,89.03,0.07,0,8.6
"273",23752294,15.27,51.15,0,0,33.59,1.51,89.14,0.07,0,8.49
"274",23752296,12.64,64.27,0,0,23.08,1.48,89.34,0.07,0,8.32
"275",23752298,16.08,72.74,0,0,11.18,1.44,90.01,0.08,0,7.67
"276",23752300,11.6,65.66,0,0,22.74,1.37,90.27,0.08,0,7.46
"277",23752302,13.88,38.37,0,0,47.76,1.47,92.23,0.08,0,5.29
"278",23752304,13.54,71.22,0,0,15.23,1.47,92.48,0.09,0,5.03
"279",23752306,7.81,71.73,0,0,15.75,1.38,92.55,0.09,0,5.02
"280",23752308,22.88,50,0,0,27.13,1.35,92.72,0.09,0,4.91
"281",23752310,23.86,58.33,0,0,17.8,1.31,92.77,0.09,0,4.88
"282",23752312,12.63,72.52,0,0,14.45,1.48,94.22,0.1,0,3.16
"283",23752314,15.21,77.99,0,0,6.8,1.28,94.65,0.1,0,2.9
"284",23752316,2.95,91.52,0,0,5.07,1.25,94.69,0.11,0,2.88
"285",23752318,3.12,91.8,0,0,4.87,1.1,95.51,0.14,0,2.15
"286",23752320,2.89,90.18,0.57,0,5.29,0.92,96.12,0.16,0,1.54
"287",23752322,5.52,83.72,0,0,10.76,0.85,96.33,0.13,0,1.29
"288",23752324,1.73,94.93,0,0,0.8,0.34,97.13,0.11,0,0.86
"289",23752326,0,93,1.63,0,3.65,0.08,98.07,0.14,0,0.95
"290",23752328,0,98.79,0,0,1.21,0.12,98.53,0.04,0,0.37
"291",23752330,0,99.5,0,0,0.46,0.25,97.95,0,0,0.21
"292",23752332,7.25,75.46,0,0,17.3,0.61,77.32,0,0,22.01
"293",23752334,0,38.65,0,0,61.35,0.06,78.21,0,0,21.66
"294",23752336,0.08,91.84,0,0,7.97,0.08,91.84,0,0,7.97
"295",23752338,0,0,0,0,0,0.48,87.92,0.03,0.31,10.69
"296",23752340,80.5,6.5,0,13,0,0.48,87.92,0.03,0.31,10.69
"297",23752342,56.49,17.2,0,9.1,15.37,0.33,88.17,0.03,0.25,10.71
"298",23752344,9.16,80.05,0.88,0,8.78,0.02,88.87,0.03,0,10.6
"299",23752346,0.05,90.54,0.15,0,8.66,0,88.9,0.03,0,10.6
"300",23752348,0,84.97,0,0,15.02,0,88.89,0.03,0,10.62
"301",23752350,0,98.16,1.1,0,0.74,0,88.9,0.03,0,10.59
"302",23752352,0,93.49,0,0,6.51,0,88.82,0.03,0,10.67
"303",23752354,0,100,0,0,0,0,88.88,0.03,0,10.6
"304",23752356,0,95.23,0,0,4.77,0,88.83,0.03,0,10.64
"305",23752358,0,100,0,0,0,0,88.8,0.03,0,10.67
"306",23752360,0,96.84,0,0,3.16,0,88.78,0.03,0,10.69
"307",23752362,0,95.68,0,0,4.32,0,88.71,0.03,0,10.75
"308",23752364,0,98.89,0,0,1.11,0,88.56,0.03,0,10.87
"309",23752366,0,98.06,0,0,1.94,0,88.5,0.03,0,10.93
"310",23752368,0,97.85,0,0,2.15,0,88.46,0.03,0,10.95
"311",23752370,0,97.64,0,0,2.32,0,89.38,0.03,0,10.04
"312",23752372,0,100,0,0,0,0,89.27,0.03,0,10.14
"313",23752374,0,95.99,0,0,4.01,0,89.28,0.03,0,10.13
"314",23752376,0,90.18,0,0,9.82,0,89.21,0.03,0,10.18
"315",23752378,0,100,0,0,0,0,89.11,0.03,0,10.26
"316",23752380,0,100,0,0,0,0,89.24,0.03,0,10.12
"317",23752382,0,94.34,0,0,5.66,0,89.15,0.03,0,10.2
"318",23752384,0,99.03,0,0,0.97,0,89.01,0.04,0,10.32
"319",23752386,0,82.09,0,0,17.91,0,89.63,0.04,0,9.66
"320",23752388,0,88.86,0,0,11.08,0.01,91.06,0.04,0,8.05
"321",23752390,0,87.58,0,0,12.34,0.01,91.12,0.05,0,7.79
"322",23752392,0,100,0,0,0,0.01,91.43,0.05,0,7.32
"323",23752394,0,53.33,0,0,46.67,0.01,92.62,0.05,0,6.19
"324",23752396,0,89.34,0,0,10.66,0.01,93.05,0.06,0,5.76
"325",23752398,0,98.18,0,0,1.82,0.01,92.97,0.06,0,5.72
"326",23752400,0,88.11,0.08,0,11.55,0.01,93.06,0.06,0,5.6
"327",23752402,0,85.52,0,0,14.36,0.02,94.66,0.07,0,3.71
"328",23752404,0,96.8,0,0,2.11,0,96.77,0.1,0,1.24
"329",23752406,0,98.63,0,0,1.37,0,96.77,0.11,0,1.07
"330",23752408,0,99.2,0,0,0,0,98.71,0,0,0.32
"331",23752410,0,98.78,0,0,0.51,0,98.78,0,0,0.51
"332",23752414,0.29,76.08,0,0,0.3,0.29,76.08,0,0,0.3
"333",23752416,0.14,59.71,0,0,1.02,0.18,63.31,0,0,0.86
"334",23752418,0,88.72,0,0,11.28,0,88.36,0.05,0,11.07
"335",23752420,0,100,0,0,0,0,88.86,0.05,0,10.55
"336",23752422,0,87.89,0,0,12.11,0,88.81,0.05,0,10.58
"337",23752424,0,84.49,0,0,15.45,0,88.84,0.05,0,10.54
"338",23752426,0,100,0,0,0,0,89.44,0.06,0,9.86
"339",23752428,0,84.05,0,0,15.95,0,91.56,0.1,0,7.68
"340",23752430,0,95.48,0,0,4.24,0,95.55,0.19,0,3.4
"341",23752432,0,100,0,0,0,0,95.42,0.41,0,2.66
"342",23752434,0,99.83,0,0,0,0,96.15,0.1,0,1.86
"343",23752436,0,99.63,0.37,0,0,0,95.8,0.02,0,2.16
"344",23752438,0,86.35,0,0,13.58,0,79.46,0,0,19.9
"345",23752440,0,83.86,0,0,16.04,0,78.27,0,0,20.87
"346",23752442,0,74.38,0,0,25.22,0,74.97,0,0,23.58
"347",23752444,0,78.27,0,0,14.42,0,78.27,0,0,14.42
"348",23752446,22.22,44.44,16.67,0,0,0.69,81.99,0.02,0.49,8.48
"349",23752448,9.63,56.96,0,1.34,28.09,0.69,81.99,0.02,0.49,8.48
"350",23752450,5.01,76.63,0,3.08,12.78,0.57,82.71,0.02,0.31,8.03
"351",23752452,3.59,56.23,0,17.96,18.52,0.53,82.72,0.02,0.29,8.01
"352",23752454,3.53,71.08,0,16.21,7.54,0.52,82.71,0.02,0.21,7.98
"353",23752456,5.02,77.89,0,8.47,6,0.52,82.68,0.02,0.11,7.9
"354",23752458,6.75,78.17,0,5.95,8.07,0.49,82.74,0.02,0.02,7.84
"355",23752460,2.82,88.12,0,2.01,6.9,0.49,82.7,0.02,0.02,7.86
"356",23752462,4.06,90.09,0,0,5.2,0.49,82.19,0.02,0,7.92
"357",23752464,6.38,91.59,0,0,2.04,0.48,82.15,0.02,0,7.92
"358",23752466,3.43,92.69,0,0,3.88,0.47,82.12,0.02,0,7.93
"359",23752468,5.78,94.22,0,0,0,0.47,81.95,0.02,0,8
"360",23752470,8.71,89.68,0,0,1.61,0.47,81.89,0.02,0,7.92
"361",23752472,2.95,92.58,0.57,0,3.14,0.47,81.77,0.02,0,7.98
"362",23752474,10.29,84.89,0,0,4.82,0.46,81.53,0.01,0,7.99
"363",23752476,4.89,88.38,0,0,6.73,0.46,81.38,0.01,0,7.96
"364",23752478,3.35,92.75,0,0,3.9,0.46,81.33,0.01,0,7.62
"365",23752480,5.02,94.98,0,0,0,0.56,80.1,0.02,0,5.72
"366",23752482,3.21,90.46,0,0,6.33,0.56,79.91,0.02,0,5.76
"367",23752484,5.02,87.96,0,0,7.02,0.53,79.72,0.02,0,5.79
"368",23752486,1.03,98.97,0,0,0,0.53,79.59,0.02,0,5.81
"369",23752488,3.32,93.62,0,0,3.06,0.54,79.49,0.02,0,5.81
"370",23752490,0,90.91,0,0,9.09,0.54,79.46,0.02,0,5.76
"371",23752492,1.92,91.54,0,0,6.36,0.53,79.38,0.02,0,5.74
"372",23752494,2,90.34,0,0,7.67,0.49,78.76,0.02,0,5.74
"373",23752496,3.39,87.73,0,0,8.57,0.49,78.52,0.02,0,5.63
"374",23752498,0,94.12,0,0,5.88,0.47,78.32,0.02,0,5.58
"375",23752500,2.87,87.32,0,0,9.19,0.47,78.31,0.02,0,5.52
"376",23752502,0,100,0,0,0,0.46,78.04,0.02,0,5.5
"377",23752504,7.02,92.98,0,0,0,0.46,77.96,0.02,0,5.5
"378",23752506,1.2,88.1,0,0,10.7,0.45,77.9,0.02,0,5.5
"379",23752508,3.77,90.65,0,0,5.58,0.45,77.71,0.02,0,5.33
"380",23752510,1.27,88.69,0,0,10.04,0.42,77.53,0.02,0,5.25
"381",23752512,2.5,85.29,0,0,12.21,0.41,77.37,0.02,0,5.14
"382",23752514,0.45,95.92,0,0,3.63,0.39,77.31,0.02,0,4.88
"383",23752516,0,80,0,0,20,0.4,77.35,0.03,0,4.39
"384",23752518,3.25,95.67,0,0,1.08,0.4,77.35,0.03,0,4.39
"385",23752520,1.8,84.82,0,0,13.03,0.4,77.33,0.03,0,4.4
"386",23752522,0,100,0,0,0,0.37,77.07,0.04,0,4.17
"387",23752524,0,75.11,0,0,24.89,0,85.66,0,0,14.2
"388",23752526,0,97.42,0,0,2.58,0,85.69,0,0,14.15
"389",23752528,0,85.61,0,0,14.2,0,85.12,0,0,14.63
"390",23752530,0,75.69,0,0,22.85,0,75.69,0,0,22.85
"391",23752532,7.33,78.83,0,0,13.84,0.4,76.5,0.04,0,3.49
"392",23752534,3.93,83.47,0,0,12.59,0.38,76.37,0.04,0,3.49
"393",23752536,2.94,94.12,0,0,2.94,0.36,76.16,0.04,0,3.36
"394",23752538,0,97.5,0,0,2.5,0,97.5,0,0,2.19
"395",23752540,0,100,0,0,0,0,97.66,0,0,1.84
"396",23752542,0,100,0,0,0,0,97.33,0,0,2.1
"397",23752544,0,97.31,0,0,2.35,0,97.16,0,0,2.22
"398",23752546,0,94.72,0,0,0,0,94.72,0,0,0
